model,format_type,prompt_id,prompt_tokens,completion_tokens,total_tokens,system_prompt_tokens,user_message_tokens,tool_call_tokens,overhead_tokens,efficiency_ratio,format_overhead_ratio,success,error_message
cerebras/zai-glm-4.6,json,multi_time_zones,1404,218,1622,1386,13,17,63,0.0779816513761468,3.7058823529411766,True,
cerebras/zai-glm-4.6,json,multi_translate_compare,1400,141,1541,1386,9,8,56,0.05673758865248227,7.0,True,
cerebras/zai-glm-4.6,json,ambig_files,1396,328,1724,1386,5,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_process,1394,280,1674,1386,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_send,1394,219,1613,1386,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_weather,1397,92,1489,1386,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_translate,1393,113,1506,1386,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_calculate,1394,147,1541,1386,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_partial_email,1398,179,1577,1386,7,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,ambig_search,1393,287,1680,1386,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,complex_chart_filter,1425,280,1705,1386,34,20,39,0.07142857142857142,1.95,True,
cerebras/zai-glm-4.6,json,complex_batch,1421,434,1855,1386,30,0,0,0.0,,False,
cerebras/zai-glm-4.6,json,complex_report,1430,1136,2566,1386,39,261,472,0.22975352112676056,1.8084291187739463,True,
cerebras/zai-glm-4.6,json,complex_pipeline,1438,449,1887,1386,47,27,172,0.060133630289532294,6.37037037037037,True,
cerebras/zai-glm-4.6,json,complex_query_report,1425,289,1714,1386,34,14,41,0.04844290657439446,2.9285714285714284,True,
cerebras/zai-glm-4.6,json,complex_weird_params,1417,189,1606,1386,26,7,34,0.037037037037037035,4.857142857142857,True,
cerebras/zai-glm-4.6,json,complex_unicode,1412,148,1560,1386,23,5,31,0.033783783783783786,6.2,True,
cerebras/zai-glm-4.6,json,complex_mixed_types,1436,308,1744,1386,45,14,61,0.045454545454545456,4.357142857142857,True,
cerebras/zai-glm-4.6,json,complex_nested,1422,221,1643,1386,31,4,52,0.01809954751131222,13.0,True,
cerebras/zai-glm-4.6,mcp,simple_weather_1,1485,142,1627,1473,7,3,48,0.02112676056338028,16.0,True,
cerebras/zai-glm-4.6,mcp,simple_weather_2,1491,145,1636,1473,13,5,47,0.034482758620689655,9.4,True,
cerebras/zai-glm-4.6,mcp,simple_time_1,1485,168,1653,1473,7,6,47,0.03571428571428571,7.833333333333333,True,
cerebras/zai-glm-4.6,mcp,simple_time_2,1485,186,1671,1473,7,2,39,0.010752688172043012,19.5,True,
cerebras/zai-glm-4.6,mcp,simple_calc_1,1484,89,1573,1473,6,6,46,0.06741573033707865,7.666666666666667,True,
cerebras/zai-glm-4.6,mcp,simple_search_1,1486,147,1633,1473,8,4,54,0.027210884353741496,13.5,True,
cerebras/zai-glm-4.6,mcp,simple_translate_1,1488,130,1618,1473,10,8,53,0.06153846153846154,6.625,True,
cerebras/zai-glm-4.6,mcp,simple_empty_tool,1482,163,1645,1473,4,2,39,0.012269938650306749,19.5,True,
cerebras/zai-glm-4.6,mcp,multi_weather_cities,1496,255,1751,1473,18,7,94,0.027450980392156862,13.428571428571429,True,
cerebras/zai-glm-4.6,mcp,multi_search_chart,1491,250,1741,1473,13,6,59,0.024,9.833333333333334,True,
cerebras/zai-glm-4.6,mcp,multi_task_email,1506,381,1887,1473,28,62,120,0.16272965879265092,1.935483870967742,True,
cerebras/zai-glm-4.6,mcp,multi_time_zones,1491,315,1806,1473,13,17,141,0.05396825396825397,8.294117647058824,True,
cerebras/zai-glm-4.6,mcp,multi_translate_compare,1487,194,1681,1473,9,8,108,0.041237113402061855,13.5,True,
cerebras/zai-glm-4.6,mcp,ambig_files,1483,343,1826,1473,5,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_process,1481,303,1784,1473,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_send,1481,212,1693,1473,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_weather,1484,106,1590,1473,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_translate,1480,115,1595,1473,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_calculate,1481,140,1621,1473,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_partial_email,1485,179,1664,1473,7,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,ambig_search,1480,264,1744,1473,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,complex_chart_filter,1512,301,1813,1473,34,20,65,0.0664451827242525,3.25,True,
cerebras/zai-glm-4.6,mcp,complex_batch,1508,412,1920,1473,30,0,0,0.0,,False,
cerebras/zai-glm-4.6,mcp,complex_report,1517,599,2116,1473,39,27,123,0.045075125208681135,4.555555555555555,True,
cerebras/zai-glm-4.6,mcp,complex_pipeline,1525,718,2243,1473,47,26,186,0.036211699164345405,7.153846153846154,True,
cerebras/zai-glm-4.6,mcp,complex_query_report,1512,275,1787,1473,34,14,67,0.05090909090909091,4.785714285714286,True,
cerebras/zai-glm-4.6,mcp,complex_weird_params,1504,181,1685,1473,26,7,60,0.03867403314917127,8.571428571428571,True,
cerebras/zai-glm-4.6,mcp,complex_unicode,1499,189,1688,1473,23,5,57,0.026455026455026454,11.4,True,
cerebras/zai-glm-4.6,mcp,complex_mixed_types,1523,330,1853,1473,45,14,87,0.04242424242424243,6.214285714285714,True,
cerebras/zai-glm-4.6,mcp,complex_nested,1509,255,1764,1473,31,4,78,0.01568627450980392,19.5,True,
cerebras/zai-glm-4.6,xml,simple_weather_1,1471,121,1592,1466,7,3,31,0.024793388429752067,10.333333333333334,True,
cerebras/zai-glm-4.6,xml,simple_weather_2,1477,142,1619,1466,13,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,simple_time_1,1471,80,1551,1466,7,6,30,0.075,5.0,True,
cerebras/zai-glm-4.6,xml,simple_time_2,1471,195,1666,1466,7,2,23,0.010256410256410256,11.5,True,
cerebras/zai-glm-4.6,xml,simple_calc_1,1470,66,1536,1466,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,simple_search_1,1472,128,1600,1466,8,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,simple_translate_1,1474,142,1616,1466,10,8,37,0.056338028169014086,4.625,True,
cerebras/zai-glm-4.6,xml,simple_empty_tool,1468,89,1557,1466,4,2,23,0.02247191011235955,11.5,True,
cerebras/zai-glm-4.6,xml,multi_weather_cities,1482,217,1699,1466,18,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,multi_search_chart,1477,260,1737,1466,13,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,multi_task_email,1492,358,1850,1466,28,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,multi_time_zones,1477,175,1652,1466,13,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,multi_translate_compare,1473,156,1629,1466,9,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_files,1469,320,1789,1466,5,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_process,1467,275,1742,1466,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_send,1467,245,1712,1466,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_weather,1470,90,1560,1466,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_translate,1466,115,1581,1466,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_calculate,1467,142,1609,1466,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_partial_email,1471,179,1650,1466,7,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,ambig_search,1466,310,1776,1466,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_chart_filter,1498,326,1824,1466,34,20,52,0.06134969325153374,2.6,True,
cerebras/zai-glm-4.6,xml,complex_batch,1494,441,1935,1466,30,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_report,1503,475,1978,1466,39,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_pipeline,1511,499,2010,1466,47,31,226,0.06212424849699399,7.290322580645161,False,
cerebras/zai-glm-4.6,xml,complex_query_report,1498,300,1798,1466,34,11,66,0.03666666666666667,6.0,False,
cerebras/zai-glm-4.6,xml,complex_weird_params,1490,164,1654,1466,26,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_unicode,1485,166,1651,1466,23,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_mixed_types,1509,241,1750,1466,45,0,0,0.0,,False,
cerebras/zai-glm-4.6,xml,complex_nested,1495,227,1722,1466,31,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,simple_weather_1,1456,85,1541,1444,7,3,15,0.03529411764705882,5.0,True,
cerebras/zai-glm-4.6,unstructured,simple_weather_2,1462,130,1592,1444,13,4,15,0.03076923076923077,3.75,True,
cerebras/zai-glm-4.6,unstructured,simple_time_1,1456,65,1521,1444,7,6,15,0.09230769230769231,2.5,True,
cerebras/zai-glm-4.6,unstructured,simple_time_2,1456,182,1638,1444,7,2,11,0.01098901098901099,5.5,True,
cerebras/zai-glm-4.6,unstructured,simple_calc_1,1455,79,1534,1444,6,6,15,0.0759493670886076,2.5,True,
cerebras/zai-glm-4.6,unstructured,simple_search_1,1457,124,1581,1444,8,4,20,0.03225806451612903,5.0,True,
cerebras/zai-glm-4.6,unstructured,simple_translate_1,1459,86,1545,1444,10,8,19,0.09302325581395349,2.375,True,
cerebras/zai-glm-4.6,unstructured,simple_empty_tool,1453,117,1570,1444,4,2,11,0.017094017094017096,5.5,True,
cerebras/zai-glm-4.6,unstructured,multi_weather_cities,1467,209,1676,1444,18,7,30,0.03349282296650718,4.285714285714286,True,
cerebras/zai-glm-4.6,unstructured,multi_search_chart,1462,322,1784,1444,13,6,24,0.018633540372670808,4.0,True,
cerebras/zai-glm-4.6,unstructured,multi_task_email,1477,314,1791,1444,28,39,91,0.12420382165605096,2.3333333333333335,True,
cerebras/zai-glm-4.6,unstructured,multi_time_zones,1462,183,1645,1444,13,17,45,0.09289617486338798,2.6470588235294117,True,
cerebras/zai-glm-4.6,unstructured,multi_translate_compare,1458,117,1575,1444,9,8,40,0.06837606837606838,5.0,True,
cerebras/zai-glm-4.6,unstructured,ambig_files,1454,334,1788,1444,5,3,34,0.008982035928143712,11.333333333333334,False,
cerebras/zai-glm-4.6,unstructured,ambig_process,1452,303,1755,1444,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_send,1452,247,1699,1444,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_weather,1455,92,1547,1444,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_translate,1451,134,1585,1444,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_calculate,1452,139,1591,1444,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_partial_email,1456,178,1634,1444,7,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,ambig_search,1451,293,1744,1444,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,complex_chart_filter,1483,488,1971,1444,34,20,35,0.040983606557377046,1.75,True,
cerebras/zai-glm-4.6,unstructured,complex_batch,1479,471,1950,1444,30,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,complex_report,1488,553,2041,1444,39,0,0,0.0,,False,
cerebras/zai-glm-4.6,unstructured,complex_pipeline,1496,608,2104,1444,47,83,63,0.13651315789473684,0.7590361445783133,False,
cerebras/zai-glm-4.6,unstructured,complex_query_report,1483,348,1831,1444,34,14,32,0.040229885057471264,2.2857142857142856,True,
cerebras/zai-glm-4.6,unstructured,complex_weird_params,1475,91,1566,1444,26,12,22,0.13186813186813187,1.8333333333333333,False,
cerebras/zai-glm-4.6,unstructured,complex_unicode,1470,128,1598,1444,23,5,24,0.0390625,4.8,True,
cerebras/zai-glm-4.6,unstructured,complex_mixed_types,1494,179,1673,1444,45,14,50,0.0782122905027933,3.5714285714285716,True,
cerebras/zai-glm-4.6,unstructured,complex_nested,1480,200,1680,1444,31,4,31,0.02,7.75,True,
cerebras/zai-glm-4.6,function_sig,simple_weather_1,672,56,728,660,7,3,4,0.05357142857142857,1.3333333333333333,True,
cerebras/zai-glm-4.6,function_sig,simple_weather_2,678,66,744,660,13,5,3,0.07575757575757576,0.6,True,
cerebras/zai-glm-4.6,function_sig,simple_time_1,672,57,729,660,7,6,4,0.10526315789473684,0.6666666666666666,True,
cerebras/zai-glm-4.6,function_sig,simple_time_2,672,139,811,660,7,3,4,0.02158273381294964,1.3333333333333333,True,
cerebras/zai-glm-4.6,function_sig,simple_calc_1,671,87,758,660,6,6,2,0.06896551724137931,0.3333333333333333,True,
cerebras/zai-glm-4.6,function_sig,simple_search_1,673,141,814,660,8,4,7,0.028368794326241134,1.75,True,
cerebras/zai-glm-4.6,function_sig,simple_translate_1,675,115,790,660,10,8,6,0.06956521739130435,0.75,True,
cerebras/zai-glm-4.6,function_sig,simple_empty_tool,669,78,747,660,4,2,1,0.02564102564102564,0.5,True,
cerebras/zai-glm-4.6,function_sig,multi_weather_cities,683,182,865,660,18,41,17,0.22527472527472528,0.4146341463414634,True,
cerebras/zai-glm-4.6,function_sig,multi_search_chart,678,245,923,660,13,6,9,0.024489795918367346,1.5,True,
cerebras/zai-glm-4.6,function_sig,multi_task_email,693,319,1012,660,28,59,20,0.18495297805642633,0.3389830508474576,True,
cerebras/zai-glm-4.6,function_sig,multi_time_zones,678,177,855,660,13,17,12,0.096045197740113,0.7058823529411765,True,
cerebras/zai-glm-4.6,function_sig,multi_translate_compare,674,129,803,660,9,8,14,0.06201550387596899,1.75,True,
cerebras/zai-glm-4.6,function_sig,ambig_files,670,266,936,660,5,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_process,668,297,965,660,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_send,668,240,908,660,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_weather,671,93,764,660,6,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_translate,667,111,778,660,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_calculate,668,126,794,660,3,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_partial_email,672,182,854,660,7,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,ambig_search,667,251,918,660,2,0,0,0.0,,False,
cerebras/zai-glm-4.6,function_sig,complex_chart_filter,699,333,1032,660,34,18,13,0.05405405405405406,0.7222222222222222,False,
cerebras/zai-glm-4.6,function_sig,complex_batch,695,647,1342,660,30,21,35,0.03245749613601236,1.6666666666666667,False,
cerebras/zai-glm-4.6,function_sig,complex_report,704,709,1413,660,39,252,179,0.3554301833568406,0.7103174603174603,True,
cerebras/zai-glm-4.6,function_sig,complex_pipeline,712,337,1049,660,47,26,88,0.0771513353115727,3.3846153846153846,True,
cerebras/zai-glm-4.6,function_sig,complex_query_report,699,259,958,660,34,13,15,0.05019305019305019,1.1538461538461537,False,
cerebras/zai-glm-4.6,function_sig,complex_weird_params,691,307,998,660,26,10,10,0.03257328990228013,1.0,False,
cerebras/zai-glm-4.6,function_sig,complex_unicode,686,118,804,660,23,5,11,0.0423728813559322,2.2,True,
cerebras/zai-glm-4.6,function_sig,complex_mixed_types,710,241,951,660,45,14,28,0.058091286307053944,2.0,True,
cerebras/zai-glm-4.6,function_sig,complex_nested,696,159,855,660,31,4,20,0.025157232704402517,5.0,True,
